content,date,지점명,YearMonth
굿,2022-04-01,가장DT점,2022-04
맛남,2022-04-01,가장DT점,2022-04
"다 아는 맛
근데 리코타치즈 넘 쥐똥만큼 주는거 아니에요ㅠ",2022-04-01,가장DT점,2022-04
굿,2022-04-01,가장DT점,2022-04
ㄱ,2022-04-01,가장DT점,2022-04
맥,2022-03-01,가장DT점,2022-03
굿,2022-03-01,가장DT점,2022-03
굿,2022-03-01,가장DT점,2022-03
굿,2022-03-01,가장DT점,2022-03
좋아요 ,2022-03-01,가장DT점,2022-03
"신메뉴 아라비아따리코타치킨 생각보다 치즈랑 조화롭진 않은듯해요
느끼…",2022-03-01,가장DT점,2022-03
굿,2022-03-01,가장DT점,2022-03
드립커피맛있어요,2022-03-01,가장DT점,2022-03
맥,2022-03-01,가장DT점,2022-03
굿,2022-03-01,가장DT점,2022-03
좋음,2022-03-01,가장DT점,2022-03
가성비가 좋아요,2022-03-01,가장DT점,2022-03
조음,2022-03-01,가장DT점,2022-03
맥도날드가 제일 입맛에 맞음 ㅎㅎ,2022-03-01,가장DT점,2022-03
좋아요,2022-03-01,가장DT점,2022-03
,2022-03-01,가장DT점,2022-03
맛나요,2022-03-01,가장DT점,2022-03
친절하시고 좋아요 가수원점은 직원이 소리 빼빽지르는데 차분하고 좋아요,2022-03-01,가장DT점,2022-03
좋아요 ,2022-03-01,가장DT점,2022-03
너무 맛있습니다 단골입니다,2022-03-01,가장DT점,2022-03
좋아요,2022-03-01,가장DT점,2022-03
맛없,2022-03-01,가장DT점,2022-03
좋아요,2022-03-01,가장DT점,2022-03
좋아요!,2022-03-01,가장DT점,2022-03
굳굳,2022-03-01,가장DT점,2022-03
굿,2022-03-01,가장DT점,2022-03
굳굳,2022-03-01,가장DT점,2022-03
맛있어요,2022-03-01,가장DT점,2022-03
ㅡ굿,2022-03-01,가장DT점,2022-03
굿,2022-03-01,가장DT점,2022-03
굿,2022-03-01,가장DT점,2022-03
좋아요,2022-03-01,가장DT점,2022-03
ㅇㅇ,2022-03-01,가장DT점,2022-03
짱,2022-03-01,가장DT점,2022-03
굿잡 맥도날드 최애,2022-03-01,가장DT점,2022-03
1955버거는 언제나 맛잇지용👍 빠른 주문도 너무좋아요~,2022-03-01,가장DT점,2022-03
굿,2022-03-01,가장DT점,2022-03
조아조아,2022-03-01,가장DT점,2022-03
조아조아,2022-03-01,가장DT점,2022-03
조아조아,2022-03-01,가장DT점,2022-03
조아조아,2022-03-01,가장DT점,2022-03
맛있어용요용,2022-03-01,가장DT점,2022-03
편안하게 이용했습니다.,2022-03-01,가장DT점,2022-03
친절,2022-03-01,가장DT점,2022-03
👍,2022-03-01,가장DT점,2022-03
굿,2022-03-01,가장DT점,2022-03
좋아요 ,2022-03-01,가장DT점,2022-03
디카페인 커피가 있어 좋아요,2022-03-01,가장DT점,2022-03
좋아요 ,2022-03-01,가장DT점,2022-03
좋아요,2022-03-01,가장DT점,2022-03
방문,2022-03-01,가장DT점,2022-03
,2022-03-01,가장DT점,2022-03
좋아요,2022-03-01,가장DT점,2022-03
맛있어요,2022-03-01,가장DT점,2022-03
밤늦게 커피한잔하기 좋음,2022-03-01,가장DT점,2022-03
좋아요,2022-03-01,가장DT점,2022-03
굿,2022-03-01,가장DT점,2022-03
좋아요,2022-03-01,가장DT점,2022-03
좋아요,2022-03-01,가장DT점,2022-03
😀,2022-03-01,가장DT점,2022-03
좋아요,2022-03-01,가장DT점,2022-03
굿,2022-03-01,가장DT점,2022-03
좋아요,2022-03-01,가장DT점,2022-03
좋아요,2022-03-01,가장DT점,2022-03
굿,2022-03-01,가장DT점,2022-03
좋아요 ,2022-03-01,가장DT점,2022-03
굿,2022-03-01,가장DT점,2022-03
굿,2022-03-01,가장DT점,2022-03
좋아요,2022-03-01,가장DT점,2022-03
굳,2022-03-01,가장DT점,2022-03
ㅎㅎ,2022-03-01,가장DT점,2022-03
개꿀맛,2022-03-01,가장DT점,2022-03
좋아요,2022-03-01,가장DT점,2022-03
.,2022-03-01,가장DT점,2022-03
"맛없어요
불고기셋트",2022-03-01,가장DT점,2022-03
좋아요,2022-03-01,가장DT점,2022-03
^^,2022-03-01,가장DT점,2022-03
맛있어요 ~~~!,2022-03-01,가장DT점,2022-03
11,2022-02-01,가장DT점,2022-02
😄,2022-02-01,가장DT점,2022-02
좋아요,2022-02-01,가장DT점,2022-02
굿,2022-02-01,가장DT점,2022-02
유명브랜드 답게 너무 맛있고 할인도 꾸준해서 좋습니다.,2022-02-01,가장DT점,2022-02
굿,2022-02-01,가장DT점,2022-02
굿,2022-02-01,가장DT점,2022-02
굿,2022-02-01,가장DT점,2022-02
맥날 조아요,2022-02-01,가장DT점,2022-02
굿,2022-02-01,가장DT점,2022-02
좋아요,2022-02-01,가장DT점,2022-02
맛있고 좋아요,2022-02-01,가장DT점,2022-02
굿,2022-02-01,가장DT점,2022-02
좋아요,2022-02-01,가장DT점,2022-02
갸성비좋아요,2022-02-01,가장DT점,2022-02
ㄱ,2022-02-01,가장DT점,2022-02
굿,2022-02-01,가장DT점,2022-02
좋아요,2022-02-01,가장DT점,2022-02
1955 슈비버거 최애에요 맛있어요,2022-02-01,가장DT점,2022-02
굿,2022-02-01,가장DT점,2022-02
좋아요,2022-02-01,가장DT점,2022-02
잘먹었고 맛있었어오,2022-02-01,가장DT점,2022-02
좋아요,2022-02-01,가장DT점,2022-02
좋아요,2022-02-01,가장DT점,2022-02
.,2022-02-01,가장DT점,2022-02
아이스크림  콘 맛나요!!!^~^,2022-02-01,가장DT점,2022-02
굿,2022-02-01,가장DT점,2022-02
굿,2022-02-01,가장DT점,2022-02
굿,2022-02-01,가장DT점,2022-02
굿,2022-02-01,가장DT점,2022-02
굿,2022-02-01,가장DT점,2022-02
깜빡하고 선데이 안 사서 다시 !! ㅎㅎ,2022-02-01,가장DT점,2022-02
깨끗해요,2022-02-01,가장DT점,2022-02
"요즘 자주 먹는 맥날~~
이사오니 맥날 자주가서 좋구나 ~~~",2022-02-01,가장DT점,2022-02
굿ㅋ,2022-02-01,가장DT점,2022-02
굿,2022-02-01,가장DT점,2022-02
좋아요,2022-02-01,가장DT점,2022-02
굿,2022-02-01,가장DT점,2022-02
굿,2022-02-01,가장DT점,2022-02
굿,2022-02-01,가장DT점,2022-02
흔한 맥도날드,2022-02-01,가장DT점,2022-02
햄버거는 맥도날드죠 💖💖,2022-02-01,가장DT점,2022-02
아이들이 먹고싶다고해서 갔네요,2022-02-01,가장DT점,2022-02
넓어요,2022-02-01,가장DT점,2022-02
완전 굿,2022-02-01,가장DT점,2022-02
좋,2022-02-01,가장DT점,2022-02
DT 편해유,2022-02-01,가장DT점,2022-02
좋아요,2022-02-01,가장DT점,2022-02
맛있어요,2022-02-01,가장DT점,2022-02
조음,2022-02-01,가장DT점,2022-02
굿,2022-02-01,가장DT점,2022-02
쏘쏘,2022-01-01,가장DT점,2022-01
좋아요,2022-01-01,가장DT점,2022-01
굿,2022-01-01,가장DT점,2022-01
굿♥,2022-01-01,가장DT점,2022-01
,2022-01-01,가장DT점,2022-01
짱 빠름,2022-01-01,가장DT점,2022-01
맛있어요,2022-01-01,가장DT점,2022-01
굳,2022-01-01,가장DT점,2022-01
굿,2022-01-01,가장DT점,2022-01
굿,2022-01-01,가장DT점,2022-01
맛있게 잘 먹었습니다!,2022-01-01,가장DT점,2022-01
굿,2022-01-01,가장DT점,2022-01
,2022-01-01,가장DT점,2022-01
굿,2022-01-01,가장DT점,2022-01
좋아요 ,2022-01-01,가장DT점,2022-01
좋아요 ,2022-01-01,가장DT점,2022-01
좋아요 ,2022-01-01,가장DT점,2022-01
좋아요 ,2022-01-01,가장DT점,2022-01
굿,2022-01-01,가장DT점,2022-01
좋아요,2022-01-01,가장DT점,2022-01
굳,2022-01-01,가장DT점,2022-01
굳,2022-01-01,가장DT점,2022-01
만나요~~~,2022-01-01,가장DT점,2022-01
굿,2022-01-01,가장DT점,2022-01
분위기 좋아요 😀 ,2022-01-01,가장DT점,2022-01
좋아요,2022-01-01,가장DT점,2022-01
커피가 맛있어요,2022-01-01,가장DT점,2022-01
굳굳,2022-01-01,가장DT점,2022-01
.,2022-01-01,가장DT점,2022-01
굿,2022-01-01,가장DT점,2022-01
좋아요,2022-01-01,가장DT점,2022-01
좋아요,2022-01-01,가장DT점,2022-01
사람이 많아요,2022-01-01,가장DT점,2022-01
굿,2022-01-01,가장DT점,2022-01
좋아요,2022-01-01,가장DT점,2022-01
양도 많고 맛있었어용!,2022-01-01,가장DT점,2022-01
굿,2022-01-01,가장DT점,2022-01
굿,2022-01-01,가장DT점,2022-01
맛있어요,2022-01-01,가장DT점,2022-01
ㅎㅎ,2022-01-01,가장DT점,2022-01
👍,2022-01-01,가장DT점,2022-01
👍,2022-01-01,가장DT점,2022-01
👍,2022-01-01,가장DT점,2022-01
굿,2022-01-01,가장DT점,2022-01
ㅅㅅ,2022-01-01,가장DT점,2022-01
ㄴㄴ,2022-01-01,가장DT점,2022-01
좋아요,2022-01-01,가장DT점,2022-01
친절,2022-01-01,가장DT점,2022-01
굿,2022-01-01,가장DT점,2022-01
이용하기 편해요,2022-01-01,가장DT점,2022-01
햄버거하면 맥도날드죠? 주차시설이 잘되어있어 너무 좋아요 :) DT도 가능하니 지나가다 방문하셔도 좋을 것 같아요!,2021-12-01,가장DT점,2021-12
굿,2021-12-01,가장DT점,2021-12
좋아요,2021-12-01,가장DT점,2021-12
굿~~~,2021-12-01,가장DT점,2021-12
좋아요,2021-12-01,가장DT점,2021-12
굿,2021-12-01,가장DT점,2021-12
좋아요,2021-12-01,가장DT점,2021-12
ㅇ,2021-12-01,가장DT점,2021-12
",,,,,,",2021-12-01,가장DT점,2021-12
.,2021-12-01,가장DT점,2021-12
굿,2021-12-01,가장DT점,2021-12
ㅇ,2021-12-01,가장DT점,2021-12
굿,2021-12-01,가장DT점,2021-12
좋아요,2021-12-01,가장DT점,2021-12
",,,,,,",2021-12-01,가장DT점,2021-12
.,2021-12-01,가장DT점,2021-12
굿 ,2021-12-01,가장DT점,2021-12
굿,2021-12-01,가장DT점,2021-12
굿,2021-12-01,가장DT점,2021-12
좋아요 ,2021-12-01,가장DT점,2021-12
좋아요 ,2021-12-01,가장DT점,2021-12
굿,2021-12-01,가장DT점,2021-12
맛있어요,2021-12-01,가장DT점,2021-12
깨끗하고 간단하게 먹기 좋아요!,2021-12-01,가장DT점,2021-12
"시즌상품이라 먹었는데 개인적으로는 안맛있음
비추",2021-12-01,가장DT점,2021-12
맛있어요~,2021-12-01,가장DT점,2021-12
조아요,2021-12-01,가장DT점,2021-12
굿,2021-12-01,가장DT점,2021-12
굿,2021-12-01,가장DT점,2021-12
조아요,2021-12-01,가장DT점,2021-12
맥도날드 맛있어요,2021-12-01,가장DT점,2021-12
굿,2021-12-01,가장DT점,2021-12
맛있어요,2021-12-01,가장DT점,2021-12
ㅇㅇ,2021-12-01,가장DT점,2021-12
맥도날드는 항상 옳죠 ㅎㅎ,2021-12-01,가장DT점,2021-12
간만에 냠냠,2021-12-01,가장DT점,2021-12
좋아요,2021-12-01,가장DT점,2021-12
맛있어요,2021-12-01,가장DT점,2021-12
맛있어요!자주 방문할 예정이에요^^,2021-12-01,가장DT점,2021-12
좋아요 단골이에요,2021-12-01,가장DT점,2021-12
굿,2021-12-01,가장DT점,2021-12
",,,,,",2021-12-01,가장DT점,2021-12
친절해요 ,2021-12-01,가장DT점,2021-12
친절행노,2021-12-01,가장DT점,2021-12
좋아요,2021-12-01,가장DT점,2021-12
츄러스 구웃,2021-12-01,가장DT점,2021-12
"오랜만에 멕도날드 갔네요 무인으로 찍는 거라 요즘 좀 불편해요ㅠㅠ 제가 기계치라서ㅠㅠ 그래도 아니스크림과 버거 감자튀김 잘 먹
었습니다^^",2021-12-01,가장DT점,2021-12
앱 쿠폰할인 덕분에 저렴하게 이용하게 되네요^^,2021-11-01,가장DT점,2021-11
굿,2021-11-01,가장DT점,2021-11
👍,2021-11-01,가장DT점,2021-11
👍,2021-11-01,가장DT점,2021-11
👍,2021-11-01,가장DT점,2021-11
좋아요!! 자동차 입구 출구가 어딘지 헷갈려요,2021-11-01,가장DT점,2021-11
좋아요,2021-11-01,가장DT점,2021-11
커피맛 좋아요,2021-11-01,가장DT점,2021-11
굿,2021-11-01,가장DT점,2021-11
좋아요,2021-11-01,가장DT점,2021-11
맛있어요,2021-11-01,가장DT점,2021-11
좋아요,2021-11-01,가장DT점,2021-11
그냥저냥,2021-11-01,가장DT점,2021-11
굿,2021-11-01,가장DT점,2021-11
굿,2021-11-01,가장DT점,2021-11
친절하고 맛있어요,2021-11-01,가장DT점,2021-11
굿굿!!!,2021-11-01,가장DT점,2021-11
ㅎㅎ,2021-11-01,가장DT점,2021-11
다 아는 맛,2021-11-01,가장DT점,2021-11
굿,2021-11-01,가장DT점,2021-11
좋아요,2021-11-01,가장DT점,2021-11
굿,2021-11-01,가장DT점,2021-11
굿,2021-11-01,가장DT점,2021-11
good,2021-11-01,가장DT점,2021-11
아이들이 햄버거 먹고싶다해서 들렀네요,2021-11-01,가장DT점,2021-11
집에서 가까워  이용합니다,2021-11-01,가장DT점,2021-11
좋아요,2021-11-01,가장DT점,2021-11
커피 맛 괜찮아요,2021-11-01,가장DT점,2021-11
굿,2021-11-01,가장DT점,2021-11
굿,2021-11-01,가장DT점,2021-11
좋아요,2021-11-01,가장DT점,2021-11
애플파이 포에버~,2021-11-01,가장DT점,2021-11
좋아요,2021-11-01,가장DT점,2021-11
굿,2021-11-01,가장DT점,2021-11
굳,2021-11-01,가장DT점,2021-11
맛있어요,2021-11-01,가장DT점,2021-11
좋아요 ,2021-11-01,가장DT점,2021-11
굿잡,2021-11-01,가장DT점,2021-11
좋아요,2021-11-01,가장DT점,2021-11
굳,2021-11-01,가장DT점,2021-11
굿,2021-11-01,가장DT점,2021-11
굿,2021-11-01,가장DT점,2021-11
굿,2021-11-01,가장DT점,2021-11
좋아요~,2021-11-01,가장DT점,2021-11
좋아요,2021-11-01,가장DT점,2021-11
좋아요,2021-11-01,가장DT점,2021-11
좋아요,2021-11-01,가장DT점,2021-11
굿,2021-11-01,가장DT점,2021-11
굿,2021-11-01,가장DT점,2021-11
주차 편하구 회전율이 빨라서 감튀도 넘 맛있어요^^ 주문하면 빨리나와서 좋아요^^,2021-11-01,가장DT점,2021-11
좋아요,2021-11-01,가장DT점,2021-11
항상 가는곳~,2021-11-01,가장DT점,2021-11
좋아용,2021-11-01,가장DT점,2021-11
ㅋ,2021-11-01,가장DT점,2021-11
ㅎ,2021-11-01,가장DT점,2021-11
좋아요~,2021-11-01,가장DT점,2021-11
좋아요,2021-11-01,가장DT점,2021-11
굿,2021-11-01,가장DT점,2021-11
좋아요~~,2021-11-01,가장DT점,2021-11
좋아요,2021-11-01,가장DT점,2021-11
맛있어요,2021-11-01,가장DT점,2021-11
후렌치 후라이 존맛,2021-11-01,가장DT점,2021-11
좋아요,2021-10-01,가장DT점,2021-10
굿,2021-10-01,가장DT점,2021-10
😀,2021-10-01,가장DT점,2021-10
깨끗하고 빠르네요,2021-10-01,가장DT점,2021-10
굿,2021-10-01,가장DT점,2021-10
굿,2021-10-01,가장DT점,2021-10
조아요,2021-10-01,가장DT점,2021-10
맛나요,2021-10-01,가장DT점,2021-10
좋아요 ,2021-10-01,가장DT점,2021-10
빵이 눌렸고 내용물이 너~무 없어서 아쉬워요~ㅠ,2021-10-01,가장DT점,2021-10
좋아요,2021-10-01,가장DT점,2021-10
좋아요,2021-10-01,가장DT점,2021-10
콜라가 탄산만 느껴지고 전혀 맛이 느껴지지 않아 별 하나뺐어요ㅜ,2021-10-01,가장DT점,2021-10
좋아요,2021-10-01,가장DT점,2021-10
저렴하고 맛있어요,2021-10-01,가장DT점,2021-10
맛있어요,2021-10-01,가장DT점,2021-10
저렴하고 맛있어요,2021-10-01,가장DT점,2021-10
저렴하고 맛있네요,2021-10-01,가장DT점,2021-10
친절하고 맛있어요,2021-10-01,가장DT점,2021-10
맛나게 먹었어요,2021-10-01,가장DT점,2021-10
조아요,2021-10-01,가장DT점,2021-10
좋아용,2021-10-01,가장DT점,2021-10
좋아요,2021-10-01,가장DT점,2021-10
햄버거도 맛없을수 있다는걸 처음알았다,2021-10-01,가장DT점,2021-10
맛있어요,2021-10-01,가장DT점,2021-10
굿,2021-10-01,가장DT점,2021-10
굿,2021-10-01,가장DT점,2021-10
포장했는데 1955버거에서 비닐 조각이 나왔습니다. 버거 포장 상태도 좋지 않습니다.,2021-10-01,가장DT점,2021-10
굿,2021-10-01,가장DT점,2021-10
soso,2021-10-01,가장DT점,2021-10
굿,2021-10-01,가장DT점,2021-10
주차공간이 조금 좁긴하지만 주차할데가 있어서 좋고 갖다주는 서비스가 있어서 너무 좋아요,2021-10-01,가장DT점,2021-10
굿,2021-10-01,가장DT점,2021-10
좋아요,2021-10-01,가장DT점,2021-10
주차장은 넓은데 맥도날드 오지 않는 사람들도 무단주차를 많이 해서 주말에 자리가 없음. 바 설치하고 관리 요원 두면 좋겠어요,2021-10-01,가장DT점,2021-10
가까워서..,2021-10-01,가장DT점,2021-10
좋아요,2021-10-01,가장DT점,2021-10
좋아요,2021-10-01,가장DT점,2021-10
좋아요,2021-10-01,가장DT점,2021-10
ㅣ,2021-10-01,가장DT점,2021-10
2층 테이블좀 닦아주세요.,2021-10-01,가장DT점,2021-10
좋아요,2021-10-01,가장DT점,2021-10
"동네라 애용은하는데 바빠서그런지 직원들이 친절하진않아요 편의에 의해서 가는곳
주차는 거의 항상만석인편입니다.",2021-10-01,가장DT점,2021-10
😁,2021-10-01,가장DT점,2021-10
좋아요,2021-10-01,가장DT점,2021-10
"패티가 차가운것도 양상추 양이 엄청 줄은것도바빴나 보다 하고 먹었는데, 몇 번을 베어 물어도 토마토 맛이 안느껴지길래 보니까 ㅋㅋ 아니, 토마토가 패티 1/4 사이즈면 하나라도 더 넣어주든가 아니면 큰 사이즈로 넣어야 하는거 아닌가요? 1955 버거가 다른 버거보다 가격대가 있는 이유가 재료 때문 아닙니까? 프렌챠이즈가 이런식으로 메뉴를 만들면 어떡해요. 본사에서 관리 안해요?",2021-10-01,가장DT점,2021-10
맥날쏘굿,2021-10-01,가장DT점,2021-10
👍🏻,2021-10-01,가장DT점,2021-10
굿,2021-09-01,가장DT점,2021-09
좋아요,2021-09-01,가장DT점,2021-09
굿,2021-09-01,가장DT점,2021-09
굿,2021-09-01,가장DT점,2021-09
굿,2021-09-01,가장DT점,2021-09
좋아요,2021-09-01,가장DT점,2021-09
맛있어용!,2021-09-01,가장DT점,2021-09
좋아요,2021-09-01,가장DT점,2021-09
좋아요,2021-09-01,가장DT점,2021-09
굿,2021-09-01,가장DT점,2021-09
굿,2021-09-01,가장DT점,2021-09
어딜가나 같은 맛.,2021-09-01,가장DT점,2021-09
맛나여,2021-09-01,가장DT점,2021-09
❤️,2021-09-01,가장DT점,2021-09
굿 ,2021-09-01,가장DT점,2021-09
"맛있는 초코 선데이 ^^
한입도 안먹은 사진!",2021-09-01,가장DT점,2021-09
❤️,2021-09-01,가장DT점,2021-09
좋아요,2021-09-01,가장DT점,2021-09
자주 이용해요!,2021-09-01,가장DT점,2021-09
맥너겟 6개 짜리로 주문했는데 5개만 들어있었어요 ..,2021-09-01,가장DT점,2021-09
좋아요~,2021-09-01,가장DT점,2021-09
좋아요~,2021-09-01,가장DT점,2021-09
"주문받는분 매우불친절..
다시가고싶지 않네요",2021-09-01,가장DT점,2021-09
Loo,2021-09-01,가장DT점,2021-09
감튀 먹고싶어서 갔는데 감튀가 없는 맥도날드는 또 처음이네요,2021-09-01,가장DT점,2021-09
"빨대 말 했는데,,, 안 했다고 안 주려고 했어요ㅠㅠ,,,, 힝,, 슬4,,,ㅜㅜ",2021-09-01,가장DT점,2021-09
"감자가 차가워요,",2021-09-01,가장DT점,2021-09
좋아용,2021-09-01,가장DT점,2021-09
좋아요,2021-09-01,가장DT점,2021-09
자주 이용하는 곳이에요,2021-09-01,가장DT점,2021-09
👍🏻,2021-09-01,가장DT점,2021-09
굿,2021-09-01,가장DT점,2021-09
"직원들이 옆집 스타벅스에비해 불친절하네요.. 아침일찍이어서 그런지몰라도 인사한마디없이 음식만주고 휙 돌아서더군요  아침마다 
자주가지만...맥도날드 태도가 좀..",2021-09-01,가장DT점,2021-09
좋아요.,2021-09-01,가장DT점,2021-09
굿,2021-09-01,가장DT점,2021-09
굿,2021-09-01,가장DT점,2021-09
좋아요,2021-09-01,가장DT점,2021-09
굿,2021-09-01,가장DT점,2021-09
조ㅎ아요,2021-09-01,가장DT점,2021-09
굿,2021-08-01,가장DT점,2021-08
맛있어요,2021-08-01,가장DT점,2021-08
좋아요,2021-08-01,가장DT점,2021-08
좋아요,2021-08-01,가장DT점,2021-08
굿,2021-08-01,가장DT점,2021-08
좋아요,2021-08-01,가장DT점,2021-08
좋아요,2021-08-01,가장DT점,2021-08
좋아요 빠르고,2021-08-01,가장DT점,2021-08
음료를 건네주시는 분이 되게 불친절한것만 빼면 좋아요~,2021-08-01,가장DT점,2021-08
,2021-08-01,가장DT점,2021-08
굿,2021-08-01,가장DT점,2021-08
굿,2021-08-01,가장DT점,2021-08
굿,2021-08-01,가장DT점,2021-08
상하이 버거 존맛♡,2021-08-01,가장DT점,2021-08
좋아요,2021-08-01,가장DT점,2021-08
굿,2021-08-01,가장DT점,2021-08
좋아요^^,2021-08-01,가장DT점,2021-08
좋아요,2021-08-01,가장DT점,2021-08
궁,2021-08-01,가장DT점,2021-08
커피셰이크는 호불호가 갈리네요,2021-08-01,가장DT점,2021-08
좋아요,2021-08-01,가장DT점,2021-08
맛나네요,2021-08-01,가장DT점,2021-08
주차장 넓고 일하시는분들 친절,2021-08-01,가장DT점,2021-08
딸기소프트콘 맛있어요~! 시즌메뉴겠죠? 오래 팔아주세요,2021-08-01,가장DT점,2021-08
늦은시간에도 바쁘네요 그만큼 장사가 잘된다는거겠죠? 매장 깔끔하고 좋아요,2021-08-01,가장DT점,2021-08
빨리나오고 내부도 꽤 넓어요,2021-08-01,가장DT점,2021-08
탄부분이 나와서 첨엔 일부가 그러려니 하고 탄맛나도 먹었는데 계속 탄 찌꺼기가 나와서 들어보니 패티가 너무 탔어요,2021-08-01,가장DT점,2021-08
굿,2021-08-01,가장DT점,2021-08
굿,2021-08-01,가장DT점,2021-08
일요일엔 맥모닝 선데이모닝,2021-08-01,가장DT점,2021-08
매장이 깔끔하고 직원분들 친절해요,2021-08-01,가장DT점,2021-08
"아침에 바쁘셔서 그러는진 몰라도 참 불친절함
빨대가 이제 기본제공이 아니길래 혹시 빨대 받을수있을까요 라고 말씀드렸더니 미리 요청하셨어여한다며 말하시는데 몰랐던 저희도 잘못이라면 잘못이겠지만 좋게 말할수도 있던거 아닌가요 세트인데 감자튀김도 다 팔리고 암튼 다신 안갈거같음",2021-08-01,가장DT점,2021-08
"너무 불친절해요 진짜 이야기해도 대답도 안해주고 실수하고 사과도 안하고 특히 분홍색 옷입은 직원들이 불친절해요. 아이라인 특이하게 하신분, 키 크신분...",2021-08-01,가장DT점,2021-08
좋아요 ,2021-08-01,가장DT점,2021-08
좋아요,2021-08-01,가장DT점,2021-08
창녕갈릭버거 신제품 굿,2021-08-01,가장DT점,2021-08
굿,2021-08-01,가장DT점,2021-08
굿,2021-08-01,가장DT점,2021-08
굳,2021-08-01,가장DT점,2021-08
흡연공간좀 별도로 해주세요 애도 어른도 아무데서나 담배핌,2021-08-01,가장DT점,2021-08
굿,2021-08-01,가장DT점,2021-08
귯,2021-08-01,가장DT점,2021-08
❤️,2021-08-01,가장DT점,2021-08
맛나요 ㅎ,2021-08-01,가장DT점,2021-08
한국인이라면 마늘버거 맛없없,2021-08-01,가장DT점,2021-08
굿,2021-08-01,가장DT점,2021-08
친절,2021-08-01,가장DT점,2021-08
맥날 굿,2021-08-01,가장DT점,2021-08
좋아요!,2021-08-01,가장DT점,2021-08
❤️,2021-08-01,가장DT점,2021-08
굿,2021-07-01,가장DT점,2021-07
굿,2021-07-01,가장DT점,2021-07
편하게 잘 시켜먹었네요,2021-07-01,가장DT점,2021-07
좋아요,2021-07-01,가장DT점,2021-07
좋아유,2021-07-01,가장DT점,2021-07
친절해요,2021-07-01,가장DT점,2021-07
"정말 짜증과 기분 상하게하네요. 
메뉴 확인도 안하고 다시방문했는데 미안하다는 말도없이 자기 핑계만 대고 동문서답과 대꾸도없고 다시는 방문하기 싫은 곳입니다. 직원교육 인성교육 좀 시키세요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",2021-07-01,가장DT점,2021-07
슈니언 버거 기대되네요,2021-07-01,가장DT점,2021-07
좋아요,2021-07-01,가장DT점,2021-07
드리이브스루 딸기잼은 계산은 되었는데 받고보니 없네요...,2021-07-01,가장DT점,2021-07
"다른 지점보다 항상 못합니다.
같은 버거를 주문해도 어떤건 소스가 적당히 있는데 어떤건 소스가 없어 이맛도 저맛도 아닌 복불복이 좀 강합니다.
근방에 가까워서 어쩔수없이 가지만 차량 운행시에는 안가는 곳",2021-07-01,가장DT점,2021-07
조음,2021-07-01,가장DT점,2021-07
친절해요,2021-07-01,가장DT점,2021-07
가끔가다 시키면 이건쫌... 하는게 한번씩 생각하게.만드는곳... 치킨 스냅랩 시켰는데 그냥 또띠아 빵 안에 야채는 없고 치킨텐더만 있는 그런... 하하하,2021-07-01,가장DT점,2021-07
햄버그,2021-07-01,가장DT점,2021-07
햄버그,2021-07-01,가장DT점,2021-07
맛있어요,2021-07-01,가장DT점,2021-07
굿,2021-07-01,가장DT점,2021-07
"다른 맥도날드 매장 보다 맛이 항상 어설프네요. 아이스커피 얼음양도 항상 많아서 몇모금 이면 동납니다 센트럴이나 가수원 점  대비 
항상 아쉽습니다. 이맛도 저맛도 아닐때가 많아요.",2021-07-01,가장DT점,2021-07
좋아요,2021-07-01,가장DT점,2021-07
오랫만에 방문했어요,2021-07-01,가장DT점,2021-07
좋아요,2021-07-01,가장DT점,2021-07
깨끗하고  친절합니다,2021-07-01,가장DT점,2021-07
친절하고 깔끔해서 자주가요 주차도 편해요👍,2021-07-01,가장DT점,2021-07
,2021-07-01,가장DT점,2021-07
굿,2021-07-01,가장DT점,2021-07
굿,2021-07-01,가장DT점,2021-07
"집앞이라 자주가는데 늘 맛이없어요
 사진도 찍기아깝습니다
콜라조차도 맛이없어요",2021-07-01,가장DT점,2021-07
"슈니언버거셋트 포장해서 먹는데 패티는 들익은건지 눅눅하고 떡져있고 어니언튀김은 오래되서 딱딱하고 양상추는 재료가없나 통이없고 죄다 부스러기만 들어있네요.. 최악..
네이버에서 슈니언버거 검색 후 이미지만 봐도 다른지점이랑 차이가 크네요",2021-07-01,가장DT점,2021-07
좋아요,2021-07-01,가장DT점,2021-07
맛있어요~,2021-07-01,가장DT점,2021-07
굿👍,2021-07-01,가장DT점,2021-07
야채 아삭아삭함,2021-07-01,가장DT점,2021-07
맛있게 먹었어욤,2021-07-01,가장DT점,2021-07
좋아요,2021-07-01,가장DT점,2021-07
좋아요,2021-07-01,가장DT점,2021-07
굿,2021-07-01,가장DT점,2021-07
"집앞이라 자주가는데 늘 맛이없어요
 사진도 찍기아깝습니다
콜라조차도 맛이없어요",2021-07-01,가장DT점,2021-07
"슈니언버거셋트 포장해서 먹는데 패티는 들익은건지 눅눅하고 떡져있고 어니언튀김은 오래되서 딱딱하고 양상추는 재료가없나 통이없고 죄다 부스러기만 들어있네요.. 최악..
네이버에서 슈니언버거 검색 후 이미지만 봐도 다른지점이랑 차이가 크네요",2021-07-01,가장DT점,2021-07
좋아요,2021-07-01,가장DT점,2021-07
맛있어요~,2021-07-01,가장DT점,2021-07
